,Business Id,Account name,Account Full Name,Account type
1651,20,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1652,20,Offering macro funds,Offering macro funds,Income
1653,20,Checking,Checking,Bank
1654,20,Savings,Savings,Bank
1655,20,Truck,Truck,Fixed Assets
1656,20,Original Cost,Original Cost,Fixed Assets
1657,20,Depreciation,Depreciation,Fixed Assets
1658,20,Depreciation,Depreciation,Other Expense
1659,20,Mastercard,Mastercard,Credit Card
1660,20,Visa,Visa,Credit Card
1661,20,Loan Payable,Loan Payable,Other Current Liabilities
1662,20,Notes Payable,Notes Payable,Long Term Liabilities
1663,20,Offering multi-strategy funds,Offering multi-strategy funds,Income
1664,20,Job Materials,Job Materials,Income
1665,20,Decks and Patios,Decks and Patios,Income
1666,20,Offering fixed income funds,Offering fixed income funds,Income
1667,20,Offering equity long-only,Offering equity long-only,Income
1668,20,Offering equity market neutral funds,Offering equity market neutral funds,Income
1669,20,Labor,Labor,Income
1670,20,Installation,Installation,Income
1671,20,Maintenance and Repair,Maintenance and Repair,Income
1672,20,Offering distressed securities funds,Offering distressed securities funds,Income
1673,20,Automobile,Automobile,Expenses
1674,20,Fuel,Fuel,Expenses
1675,20,Workers Compensation,Workers Compensation,Expenses
1676,20,Job Expenses,Job Expenses,Expenses
1677,20,Cost of Labor,Cost of Labor,Expenses
1678,20,Installation,Installation,Expenses
1679,20,Maintenance and Repairs,Maintenance and Repairs,Expenses
1680,20,Equipment Repairs,Equipment Repairs,Expenses
1681,20,Gas and Electric,Gas and Electric,Expenses
1682,20,Telephone,Telephone,Expenses
1683,20,Purchases,Purchases,Expenses
1684,20,Offering equity long/short ,Offering equity long/short ,Income
1685,20,Offering equity long bias,Offering equity long bias,Income
1686,20,Offering event-driven funds,Offering event-driven funds,Income
1687,20,Design income,Design income,Income
1688,20,Other Income,Other Income,Income
1689,20,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1690,20,Billable Expense Income,Billable Expense Income,Income
1691,20,Discounts given,Discounts given,Income
1692,20,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1693,20,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1694,20,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1695,20,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1696,20,Services,Services,Income
1697,20,Retained Earnings,Retained Earnings,Equity
1698,20,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1699,20,Undeposited Funds,Undeposited Funds,Other Current Assets
1700,20,Equipment Rental,Equipment Rental,Expenses
1701,20,Fees Billed,Fees Billed,Income
1702,20,Refunds-Allowances,Refunds-Allowances,Income
1703,20,Job Materials,Job Materials,Expenses
1704,20,Decks and Patios,Decks and Patios,Expenses
1705,20,Offering emerging market funds,Offering emerging market funds,Income
1706,20,Offering equity long-only,Offering equity long-only,Income
1707,20,Offering equity market neutral funds,Offering equity market neutral funds,Income
1708,20,Permits,Permits,Expenses
1709,20,Accounting,Accounting,Expenses
1710,21,Bookkeeper,Bookkeeper,Expenses
1711,21,Lawyer,Lawyer,Expenses
1712,21,Maintenance and Repair,Maintenance and Repair,Expenses
1713,21,Building Repairs,Building Repairs,Expenses
1714,21,Computer Repairs,Computer Repairs,Expenses
1715,21,Advertising,Advertising,Expenses
1716,21,Bank Charges,Bank Charges,Expenses
1717,21,Commissions & fees,Commissions & fees,Expenses
1718,21,Dues & Subscriptions,Dues & Subscriptions,Expenses
1719,21,Insurance,Insurance,Expenses
1720,21,Legal & Professional Fees,Legal & Professional Fees,Expenses
1721,21,Meals and Entertainment,Meals and Entertainment,Expenses
1722,21,Miscellaneous,Miscellaneous,Other Expense
1723,21,Office Expenses,Office Expenses,Expenses
1724,21,Promotional,Promotional,Expenses
1725,21,Rent or Lease,Rent or Lease,Expenses
1726,21,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1727,21,Stationery & Printing,Stationery & Printing,Expenses
1728,21,Supplies,Supplies,Expenses
1729,21,Taxes & Licenses,Taxes & Licenses,Expenses
1730,21,Travel,Travel,Expenses
1731,21,Travel Meals,Travel Meals,Expenses
1732,21,Utilities,Utilities,Expenses
1733,21,Interest Earned,Interest Earned,Other Income
1734,21,Other Portfolio Income,Other Portfolio Income,Other Income
1735,21,Penalties & Settlements,Penalties & Settlements,Other Expense
1736,21,Disposal Fees,Disposal Fees,Expenses
1737,21,Equipment Rental,Equipment Rental,Expenses
1738,21,Uncategorized Income,Uncategorized Income,Income
1739,21,Uncategorized Expense,Uncategorized Expense,Expenses
1740,21,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1741,21,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1742,21,Providing 24-hour home care,Providing 24-hour home care,Income
1743,21,Checking,Checking,Bank
1744,21,Savings,Savings,Bank
1745,21,Truck,Truck,Fixed Assets
1746,21,Original Cost,Original Cost,Fixed Assets
1747,21,Depreciation,Depreciation,Fixed Assets
1748,21,Depreciation,Depreciation,Other Expense
1749,21,Mastercard,Mastercard,Credit Card
1750,21,Visa,Visa,Credit Card
1751,21,Loan Payable,Loan Payable,Other Current Liabilities
1752,21,Notes Payable,Notes Payable,Long Term Liabilities
1753,21,Counseling,Counseling,Income
1754,21,Job Materials,Job Materials,Income
1755,21,Decks and Patios,Decks and Patios,Income
1756,21,Providing homemaker and companion services,Providing homemaker and companion services,Income
1757,21,Dietary and nutritional services,Dietary and nutritional services,Income
1758,21,Home therapy services,Home therapy services,Income
1759,21,Labor,Labor,Income
1760,21,Installation,Installation,Income
1761,21,Maintenance and Repair,Maintenance and Repair,Income
1762,21,Occupational and vocational therapy,Occupational and vocational therapy,Income
1763,21,Automobile,Automobile,Expenses
1764,21,Fuel,Fuel,Expenses
1765,21,Workers Compensation,Workers Compensation,Expenses
1766,21,Job Expenses,Job Expenses,Expenses
1767,21,Cost of Labor,Cost of Labor,Expenses
1768,21,Installation,Installation,Expenses
1769,21,Maintenance and Repairs,Maintenance and Repairs,Expenses
1770,21,Equipment Repairs,Equipment Repairs,Expenses
1771,21,Gas and Electric,Gas and Electric,Expenses
1772,21,Telephone,Telephone,Expenses
1773,21,Purchases,Purchases,Expenses
1774,21,Intravenous therapy,Intravenous therapy,Income
1775,21,Providing personal care,Providing personal care,Income
1776,21,Medication dispensing,Medication dispensing,Income
1777,21,Design income,Design income,Income
1778,21,Other Income,Other Income,Income
1779,21,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1780,21,Billable Expense Income,Billable Expense Income,Income
1781,21,Discounts given,Discounts given,Income
1782,21,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1783,21,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1784,21,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1785,21,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1786,21,Services,Services,Income
1787,21,Retained Earnings,Retained Earnings,Equity
1788,21,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1789,21,Undeposited Funds,Undeposited Funds,Other Current Assets
1790,21,Equipment Rental,Equipment Rental,Expenses
1791,21,Fees Billed,Fees Billed,Income
1792,21,Refunds-Allowances,Refunds-Allowances,Income
1793,21,Job Materials,Job Materials,Expenses
1794,21,Decks and Patios,Decks and Patios,Expenses
1795,21,Physical therapy,Physical therapy,Income
1796,21,Dietary and nutritional services,Dietary and nutritional services,Income
1797,21,Home therapy services,Home therapy services,Income
1798,21,Permits,Permits,Expenses
1799,21,Accounting,Accounting,Expenses
1800,22,Bookkeeper,Bookkeeper,Expenses
1801,22,Lawyer,Lawyer,Expenses
1802,22,Maintenance and Repair,Maintenance and Repair,Expenses
1803,22,Building Repairs,Building Repairs,Expenses
1804,22,Computer Repairs,Computer Repairs,Expenses
1805,22,Advertising,Advertising,Expenses
1806,22,Bank Charges,Bank Charges,Expenses
1807,22,Commissions & fees,Commissions & fees,Expenses
1808,22,Dues & Subscriptions,Dues & Subscriptions,Expenses
1809,22,Insurance,Insurance,Expenses
1810,22,Legal & Professional Fees,Legal & Professional Fees,Expenses
1811,22,Meals and Entertainment,Meals and Entertainment,Expenses
1812,22,Miscellaneous,Miscellaneous,Other Expense
1813,22,Office Expenses,Office Expenses,Expenses
1814,22,Promotional,Promotional,Expenses
1815,22,Rent or Lease,Rent or Lease,Expenses
1816,22,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1817,22,Stationery & Printing,Stationery & Printing,Expenses
1818,22,Supplies,Supplies,Expenses
1819,22,Taxes & Licenses,Taxes & Licenses,Expenses
1820,22,Travel,Travel,Expenses
1821,22,Travel Meals,Travel Meals,Expenses
1822,22,Utilities,Utilities,Expenses
1823,22,Interest Earned,Interest Earned,Other Income
1824,22,Other Portfolio Income,Other Portfolio Income,Other Income
1825,22,Penalties & Settlements,Penalties & Settlements,Other Expense
1826,22,Disposal Fees,Disposal Fees,Expenses
1827,22,Equipment Rental,Equipment Rental,Expenses
1828,22,Uncategorized Income,Uncategorized Income,Income
1829,22,Uncategorized Expense,Uncategorized Expense,Expenses
1830,22,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1831,22,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1832,22,Dance performances,Dance performances,Income
1833,22,Checking,Checking,Bank
1834,22,Savings,Savings,Bank
1835,22,Truck,Truck,Fixed Assets
1836,22,Original Cost,Original Cost,Fixed Assets
1837,22,Depreciation,Depreciation,Fixed Assets
1838,22,Depreciation,Depreciation,Other Expense
1839,22,Mastercard,Mastercard,Credit Card
1840,22,Visa,Visa,Credit Card
1841,22,Loan Payable,Loan Payable,Other Current Liabilities
1842,22,Notes Payable,Notes Payable,Long Term Liabilities
1843,22,Popular music shows,Popular music shows,Income
1844,22,Job Materials,Job Materials,Income
1845,22,Decks and Patios,Decks and Patios,Income
1846,22,Opera performances,Opera performances,Income
1847,22,Gifts and grants,Gifts and grants,Income
1848,22,License fees,License fees,Income
1849,22,Labor,Labor,Income
1850,22,Installation,Installation,Income
1851,22,Maintenance and Repair,Maintenance and Repair,Income
1852,22,Appearances and speeches,Appearances and speeches,Income
1853,22,Automobile,Automobile,Expenses
1854,22,Fuel,Fuel,Expenses
1855,22,Workers Compensation,Workers Compensation,Expenses
1856,22,Job Expenses,Job Expenses,Expenses
1857,22,Cost of Labor,Cost of Labor,Expenses
1858,22,Installation,Installation,Expenses
1859,22,Maintenance and Repairs,Maintenance and Repairs,Expenses
1860,22,Equipment Repairs,Equipment Repairs,Expenses
1861,22,Gas and Electric,Gas and Electric,Expenses
1862,22,Telephone,Telephone,Expenses
1863,22,Purchases,Purchases,Expenses
1864,22,Food and beverage sales,Food and beverage sales,Income
1865,22,Musical performances,Musical performances,Income
1866,22,Symphony performances,Symphony performances,Income
1867,22,Design income,Design income,Income
1868,22,Other Income,Other Income,Income
1869,22,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1870,22,Billable Expense Income,Billable Expense Income,Income
1871,22,Discounts given,Discounts given,Income
1872,22,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1873,22,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1874,22,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1875,22,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1876,22,Services,Services,Income
1877,22,Retained Earnings,Retained Earnings,Equity
1878,22,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1879,22,Undeposited Funds,Undeposited Funds,Other Current Assets
1880,22,Equipment Rental,Equipment Rental,Expenses
1881,22,Fees Billed,Fees Billed,Income
1882,22,Refunds-Allowances,Refunds-Allowances,Income
1883,22,Job Materials,Job Materials,Expenses
1884,22,Decks and Patios,Decks and Patios,Expenses
1885,22,Non-musical performances,Non-musical performances,Income
1886,22,Gifts and grants,Gifts and grants,Income
1887,22,License fees,License fees,Income
1888,22,Permits,Permits,Expenses
1889,22,Accounting,Accounting,Expenses
1890,23,Bookkeeper,Bookkeeper,Expenses
1891,23,Lawyer,Lawyer,Expenses
1892,23,Maintenance and Repair,Maintenance and Repair,Expenses
1893,23,Building Repairs,Building Repairs,Expenses
1894,23,Computer Repairs,Computer Repairs,Expenses
1895,23,Advertising,Advertising,Expenses
1896,23,Bank Charges,Bank Charges,Expenses
1897,23,Commissions & fees,Commissions & fees,Expenses
1898,23,Dues & Subscriptions,Dues & Subscriptions,Expenses
1899,23,Insurance,Insurance,Expenses
1900,23,Legal & Professional Fees,Legal & Professional Fees,Expenses
1901,23,Meals and Entertainment,Meals and Entertainment,Expenses
1902,23,Miscellaneous,Miscellaneous,Other Expense
1903,23,Office Expenses,Office Expenses,Expenses
1904,23,Promotional,Promotional,Expenses
1905,23,Rent or Lease,Rent or Lease,Expenses
1906,23,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1907,23,Stationery & Printing,Stationery & Printing,Expenses
1908,23,Supplies,Supplies,Expenses
1909,23,Taxes & Licenses,Taxes & Licenses,Expenses
1910,23,Travel,Travel,Expenses
1911,23,Travel Meals,Travel Meals,Expenses
1912,23,Utilities,Utilities,Expenses
1913,23,Interest Earned,Interest Earned,Other Income
1914,23,Other Portfolio Income,Other Portfolio Income,Other Income
1915,23,Penalties & Settlements,Penalties & Settlements,Other Expense
1916,23,Disposal Fees,Disposal Fees,Expenses
1917,23,Equipment Rental,Equipment Rental,Expenses
1918,23,Uncategorized Income,Uncategorized Income,Income
1919,23,Uncategorized Expense,Uncategorized Expense,Expenses
1920,23,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1921,23,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1922,23,Manufacturing eucalyptus oil,Manufacturing eucalyptus oil,Income
1923,23,Checking,Checking,Bank
1924,23,Savings,Savings,Bank
1925,23,Truck,Truck,Fixed Assets
1926,23,Original Cost,Original Cost,Fixed Assets
1927,23,Depreciation,Depreciation,Fixed Assets
1928,23,Depreciation,Depreciation,Other Expense
1929,23,Mastercard,Mastercard,Credit Card
1930,23,Visa,Visa,Credit Card
1931,23,Loan Payable,Loan Payable,Other Current Liabilities
1932,23,Notes Payable,Notes Payable,Long Term Liabilities
1933,23,Manufacturing peppermint oil,Manufacturing peppermint oil,Income
1934,23,Job Materials,Job Materials,Income
1935,23,Decks and Patios,Decks and Patios,Income
1936,23,Manufacturing lemon oil,Manufacturing lemon oil,Income
1937,23,Manufacturing other essential oils,Manufacturing other essential oils,Income
1938,23,Manufacturing other Synthetic Oils,Manufacturing other Synthetic Oils,Income
1939,23,Labor,Labor,Income
1940,23,Installation,Installation,Income
1941,23,Maintenance and Repair,Maintenance and Repair,Income
1942,23,Manufacturing spearmint oil,Manufacturing spearmint oil,Income
1943,23,Automobile,Automobile,Expenses
1944,23,Fuel,Fuel,Expenses
1945,23,Workers Compensation,Workers Compensation,Expenses
1946,23,Job Expenses,Job Expenses,Expenses
1947,23,Cost of Labor,Cost of Labor,Expenses
1948,23,Installation,Installation,Expenses
1949,23,Maintenance and Repairs,Maintenance and Repairs,Expenses
1950,23,Equipment Repairs,Equipment Repairs,Expenses
1951,23,Gas and Electric,Gas and Electric,Expenses
1952,23,Telephone,Telephone,Expenses
1953,23,Purchases,Purchases,Expenses
1954,23,Manufacturing other Natural oils,Manufacturing other Natural oils,Income
1955,23,Manufacturing grapefruit oil,Manufacturing grapefruit oil,Income
1956,23,Manufacturing citronella oil,Manufacturing citronella oil,Income
1957,23,Design income,Design income,Income
1958,23,Other Income,Other Income,Income
1959,23,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1960,23,Billable Expense Income,Billable Expense Income,Income
1961,23,Discounts given,Discounts given,Income
1962,23,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1963,23,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1964,23,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1965,23,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1966,23,Services,Services,Income
1967,23,Retained Earnings,Retained Earnings,Equity
1968,23,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1969,23,Undeposited Funds,Undeposited Funds,Other Current Assets
1970,23,Equipment Rental,Equipment Rental,Expenses
1971,23,Fees Billed,Fees Billed,Income
1972,23,Refunds-Allowances,Refunds-Allowances,Income
1973,23,Job Materials,Job Materials,Expenses
1974,23,Decks and Patios,Decks and Patios,Expenses
1975,23,Manufacturing orange oil,Manufacturing orange oil,Income
1976,23,Manufacturing other essential oils,Manufacturing other essential oils,Income
1977,23,Manufacturing other Synthetic Oils,Manufacturing other Synthetic Oils,Income
1978,23,Permits,Permits,Expenses
1979,23,Accounting,Accounting,Expenses
1980,24,Bookkeeper,Bookkeeper,Expenses
1981,24,Lawyer,Lawyer,Expenses
1982,24,Maintenance and Repair,Maintenance and Repair,Expenses
1983,24,Building Repairs,Building Repairs,Expenses
1984,24,Computer Repairs,Computer Repairs,Expenses
1985,24,Advertising,Advertising,Expenses
1986,24,Bank Charges,Bank Charges,Expenses
1987,24,Commissions & fees,Commissions & fees,Expenses
1988,24,Dues & Subscriptions,Dues & Subscriptions,Expenses
1989,24,Insurance,Insurance,Expenses
1990,24,Legal & Professional Fees,Legal & Professional Fees,Expenses
1991,24,Meals and Entertainment,Meals and Entertainment,Expenses
1992,24,Miscellaneous,Miscellaneous,Other Expense
1993,24,Office Expenses,Office Expenses,Expenses
1994,24,Promotional,Promotional,Expenses
1995,24,Rent or Lease,Rent or Lease,Expenses
1996,24,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1997,24,Stationery & Printing,Stationery & Printing,Expenses
1998,24,Supplies,Supplies,Expenses
1999,24,Taxes & Licenses,Taxes & Licenses,Expenses
2000,24,Travel,Travel,Expenses
2001,24,Travel Meals,Travel Meals,Expenses
2002,24,Utilities,Utilities,Expenses
2003,24,Interest Earned,Interest Earned,Other Income
2004,24,Other Portfolio Income,Other Portfolio Income,Other Income
2005,24,Penalties & Settlements,Penalties & Settlements,Other Expense
2006,24,Disposal Fees,Disposal Fees,Expenses
2007,24,Equipment Rental,Equipment Rental,Expenses
2008,24,Uncategorized Income,Uncategorized Income,Income
2009,24,Uncategorized Expense,Uncategorized Expense,Expenses
2010,24,Uncategorized Asset,Uncategorized Asset,Other Current Assets
2011,24,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
2012,24,Transportation services,Transportation services,Income
2013,24,Checking,Checking,Bank
2014,24,Savings,Savings,Bank
2015,24,Truck,Truck,Fixed Assets
2016,24,Original Cost,Original Cost,Fixed Assets
2017,24,Depreciation,Depreciation,Fixed Assets
2018,24,Depreciation,Depreciation,Other Expense
2019,24,Mastercard,Mastercard,Credit Card
2020,24,Visa,Visa,Credit Card
2021,24,Loan Payable,Loan Payable,Other Current Liabilities
2022,24,Notes Payable,Notes Payable,Long Term Liabilities
2023,24,Meal services,Meal services,Income
2024,24,Job Materials,Job Materials,Income
2025,24,Decks and Patios,Decks and Patios,Income
2026,24,Daily living assistance,Daily living assistance,Income
2027,24,Medical services,Medical services,Income
2028,24,Home-care Service,Home-care Service,Income
2029,24,Labor,Labor,Income
2030,24,Installation,Installation,Income
2031,24,Maintenance and Repair,Maintenance and Repair,Income
2032,24,Social activities,Social activities,Income
2033,24,Automobile,Automobile,Expenses
2034,24,Fuel,Fuel,Expenses
2035,24,Workers Compensation,Workers Compensation,Expenses
2036,24,Job Expenses,Job Expenses,Expenses
2037,24,Cost of Labor,Cost of Labor,Expenses
2038,24,Installation,Installation,Expenses
2039,24,Maintenance and Repairs,Maintenance and Repairs,Expenses
2040,24,Equipment Repairs,Equipment Repairs,Expenses
2041,24,Gas and Electric,Gas and Electric,Expenses
2042,24,Telephone,Telephone,Expenses
2043,24,Purchases,Purchases,Expenses
2044,24,Social Service,Social Service,Income
2045,24,Care-planning services,Care-planning services,Income
2046,24,Therapeutic services,Therapeutic services,Income
2047,24,Design income,Design income,Income
2048,24,Other Income,Other Income,Income
2049,24,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
2050,24,Billable Expense Income,Billable Expense Income,Income
2051,24,Discounts given,Discounts given,Income
2052,24,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
2053,24,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
2054,24,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
2055,24,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
2056,24,Services,Services,Income
2057,24,Retained Earnings,Retained Earnings,Equity
2058,24,Prepaid Expenses,Prepaid Expenses,Other Current Assets
2059,24,Undeposited Funds,Undeposited Funds,Other Current Assets
2060,24,Equipment Rental,Equipment Rental,Expenses
2061,24,Fees Billed,Fees Billed,Income
2062,24,Refunds-Allowances,Refunds-Allowances,Income
2063,24,Job Materials,Job Materials,Expenses
2064,24,Decks and Patios,Decks and Patios,Expenses
2065,24,Nursing and health services,Nursing and health services,Income
2066,24,Medical services,Medical services,Income
2067,24,Home-care Service,Home-care Service,Income
2068,24,Permits,Permits,Expenses
2069,24,Accounting,Accounting,Expenses
2070,25,Bookkeeper,Bookkeeper,Expenses
2071,25,Lawyer,Lawyer,Expenses
2072,25,Maintenance and Repair,Maintenance and Repair,Expenses
2073,25,Building Repairs,Building Repairs,Expenses
2074,25,Computer Repairs,Computer Repairs,Expenses
2075,25,Advertising,Advertising,Expenses
2076,25,Bank Charges,Bank Charges,Expenses
2077,25,Commissions & fees,Commissions & fees,Expenses
2078,25,Dues & Subscriptions,Dues & Subscriptions,Expenses
2079,25,Insurance,Insurance,Expenses
2080,25,Legal & Professional Fees,Legal & Professional Fees,Expenses
2081,25,Meals and Entertainment,Meals and Entertainment,Expenses
2082,25,Miscellaneous,Miscellaneous,Other Expense
2083,25,Office Expenses,Office Expenses,Expenses
2084,25,Promotional,Promotional,Expenses
2085,25,Rent or Lease,Rent or Lease,Expenses
2086,25,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
2087,25,Stationery & Printing,Stationery & Printing,Expenses
2088,25,Supplies,Supplies,Expenses
2089,25,Taxes & Licenses,Taxes & Licenses,Expenses
2090,25,Travel,Travel,Expenses
2091,25,Travel Meals,Travel Meals,Expenses
2092,25,Utilities,Utilities,Expenses
2093,25,Interest Earned,Interest Earned,Other Income
2094,25,Other Portfolio Income,Other Portfolio Income,Other Income
2095,25,Penalties & Settlements,Penalties & Settlements,Other Expense
2096,25,Disposal Fees,Disposal Fees,Expenses
2097,25,Equipment Rental,Equipment Rental,Expenses
2098,25,Uncategorized Income,Uncategorized Income,Income
2099,25,Uncategorized Expense,Uncategorized Expense,Expenses
2100,25,Uncategorized Asset,Uncategorized Asset,Other Current Assets
2101,25,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
2102,25,Baby accessories,Baby accessories,Income
2103,25,Checking,Checking,Bank
2104,25,Savings,Savings,Bank
2105,25,Truck,Truck,Fixed Assets
2106,25,Original Cost,Original Cost,Fixed Assets
2107,25,Depreciation,Depreciation,Fixed Assets
2108,25,Depreciation,Depreciation,Other Expense
2109,25,Mastercard,Mastercard,Credit Card
2110,25,Visa,Visa,Credit Card
2111,25,Loan Payable,Loan Payable,Other Current Liabilities
2112,25,Notes Payable,Notes Payable,Long Term Liabilities
2113,25,Baby formula and food,Baby formula and food,Income
2114,25,Job Materials,Job Materials,Income
2115,25,Decks and Patios,Decks and Patios,Income
2116,25,Baby car seats,Baby car seats,Income
2117,25,Baby carriers,Baby carriers,Income
2118,25,Baby clothing and footwear,Baby clothing and footwear,Income
2119,25,Labor,Labor,Income
2120,25,Installation,Installation,Income
2121,25,Maintenance and Repair,Maintenance and Repair,Income
2122,25,Diapers,Diapers,Income
2123,25,Automobile,Automobile,Expenses
2124,25,Fuel,Fuel,Expenses
2125,25,Workers Compensation,Workers Compensation,Expenses
2126,25,Job Expenses,Job Expenses,Expenses
2127,25,Cost of Labor,Cost of Labor,Expenses
2128,25,Installation,Installation,Expenses
2129,25,Maintenance and Repairs,Maintenance and Repairs,Expenses
2130,25,Equipment Repairs,Equipment Repairs,Expenses
2131,25,Gas and Electric,Gas and Electric,Expenses
2132,25,Telephone,Telephone,Expenses
2133,25,Purchases,Purchases,Expenses
2134,25,Baby strollers,Baby strollers,Income
2135,25,Baby furniture,Baby furniture,Income
2136,25,Baby apparel and shoes,Baby apparel and shoes,Income
2137,25,Design income,Design income,Income
2138,25,Other Income,Other Income,Income
2139,25,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
2140,25,Billable Expense Income,Billable Expense Income,Income
2141,25,Discounts given,Discounts given,Income
2142,25,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
2143,25,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
2144,25,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
2145,25,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
2146,25,Services,Services,Income
2147,25,Retained Earnings,Retained Earnings,Equity
2148,25,Prepaid Expenses,Prepaid Expenses,Other Current Assets
2149,25,Undeposited Funds,Undeposited Funds,Other Current Assets
2150,25,Equipment Rental,Equipment Rental,Expenses
2151,25,Fees Billed,Fees Billed,Income
2152,25,Refunds-Allowances,Refunds-Allowances,Income
2153,25,Job Materials,Job Materials,Expenses
2154,25,Decks and Patios,Decks and Patios,Expenses
2155,25,Baby toys,Baby toys,Income
2156,25,Baby carriers,Baby carriers,Income
2157,25,Baby clothing and footwear,Baby clothing and footwear,Income
2158,25,Permits,Permits,Expenses
2159,25,Accounting,Accounting,Expenses
2160,26,Bookkeeper,Bookkeeper,Expenses
2161,26,Lawyer,Lawyer,Expenses
2162,26,Maintenance and Repair,Maintenance and Repair,Expenses
2163,26,Building Repairs,Building Repairs,Expenses
2164,26,Computer Repairs,Computer Repairs,Expenses
2165,26,Advertising,Advertising,Expenses
2166,26,Bank Charges,Bank Charges,Expenses
2167,26,Commissions & fees,Commissions & fees,Expenses
2168,26,Dues & Subscriptions,Dues & Subscriptions,Expenses
2169,26,Insurance,Insurance,Expenses
2170,26,Legal & Professional Fees,Legal & Professional Fees,Expenses
2171,26,Meals and Entertainment,Meals and Entertainment,Expenses
2172,26,Miscellaneous,Miscellaneous,Other Expense
2173,26,Office Expenses,Office Expenses,Expenses
2174,26,Promotional,Promotional,Expenses
2175,26,Rent or Lease,Rent or Lease,Expenses
2176,26,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
2177,26,Stationery & Printing,Stationery & Printing,Expenses
2178,26,Supplies,Supplies,Expenses
2179,26,Taxes & Licenses,Taxes & Licenses,Expenses
2180,26,Travel,Travel,Expenses
2181,26,Travel Meals,Travel Meals,Expenses
2182,26,Utilities,Utilities,Expenses
2183,26,Interest Earned,Interest Earned,Other Income
2184,26,Other Portfolio Income,Other Portfolio Income,Other Income
2185,26,Penalties & Settlements,Penalties & Settlements,Other Expense
2186,26,Disposal Fees,Disposal Fees,Expenses
2187,26,Equipment Rental,Equipment Rental,Expenses
2188,26,Uncategorized Income,Uncategorized Income,Income
2189,26,Uncategorized Expense,Uncategorized Expense,Expenses
2190,26,Uncategorized Asset,Uncategorized Asset,Other Current Assets
2191,26,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
2192,26,Retailing home office furniture,Retailing home office furniture,Income
2193,26,Checking,Checking,Bank
2194,26,Savings,Savings,Bank
